Row.ID	Name.of.Covered.Entity	State	Covered.Entity.Type	Individuals.Affected	Breach.Submission.Date	Type.of.Breach	Business.Associate.Present	Category
1016	Xand Corporation	NY	Business Associate	3334	7/23/2014	Other	TRUE	ELEC
1017	Self Regional Healthcare 	SC	Healthcare Provider	38906	7/25/2014	Theft	FALSE	ELEC
1018	"Urological Associates of Southern Arizona, P.C."	AZ	Healthcare Provider	3529	7/25/2014	Improper Disposal	FALSE	OTHE
1019	Dr. Veronica Joann Barber	CA	Business Associate	4000	7/28/2014	Unauthorized Access/Disclosure	TRUE	ELEC
1020	"PRN Medical Services, LLC dba Symbius Medical, LLC"	AZ	Healthcare Provider	13877	7/29/2014	"Other, Theft, Unauthorized Access/Disclosure"	FALSE	ELEC
1021	Midwest Urological Group	IL	Healthcare Provider	982	7/30/2014	Theft	FALSE	ELEC
1022	Rite Aid Store 5256	WA	Healthcare Provider	522	7/30/2014	Theft	FALSE	HARD
1023	"StayWell Health Management, LLC"	MN	Business Associate	4487	7/31/2014	Hacking/IT Incident	TRUE	ELEC
1024	Cancer Specialists of Tidewater	VA	Healthcare Provider	2318	7/31/2014	"Theft, Unauthorized Access/Disclosure, Unknown"	FALSE	OELE
1025	MobilexUSA	OH	Healthcare Provider	605	8/6/2014	Loss	FALSE	HARD
1026	Jersey City Medical Center - Barnabas Health	NJ	Healthcare Provider	36400	8/7/2014	Loss	FALSE	OTHE
1027	Diamond Computing Company	GA	Business Associate	7016	8/7/2014	Unauthorized Access/Disclosure	TRUE	ELEC
1028	"Central Utah Clinic, P.C."	UT	Healthcare Provider	31677	8/7/2014	Hacking/IT Incident	FALSE	ELEC
1029	"PST Services Inc, a McKesson Co."	GA	Business Associate	10104	8/8/2014	Hacking/IT Incident	TRUE	ELEC
1030	Onsite Health Diagnostics (OHD)	TX	Business Associate	60582	8/8/2014	Hacking/IT Incident	TRUE	ELEC
1031	Apple Valley Care Center	CA	Healthcare Provider	1251	8/12/2014	Hacking/IT Incident	FALSE	ELEC
1032	Kaiser Foundation Health Plan of Colorado	CO	Health Plan	11551	8/12/2014	"Other, Unauthorized Access/Disclosure"	FALSE	OTHE
1033	"CareAll Management, LLC"	TN	Healthcare Provider	28300	8/12/2014	Improper Disposal	FALSE	OTHE
1034	Iron Mountain Records Management	CA	Business Associate	1674	8/13/2014	"Improper Disposal, Loss, Theft"	TRUE	OTHE
1035	"24 ON Physicians, PC/In Compass Health,Inc."	GA	Business Associate	520	8/14/2014	"Hacking/IT Incident, Other"	TRUE	ELEC
1036	Iron Mountain Incorporated	MA	Business Associate	10000	8/15/2014	"Loss, Theft"	TRUE	HARD
1037	Iron Mountain	CA	Business Associate	49714	8/15/2014	"Improper Disposal, Loss, Theft"	TRUE	HARD
1038	University Health	LA	Healthcare Provider	6073	8/15/2014	Hacking/IT Incident	FALSE	ELEC
1039	Tri-City Medical Center	CA	Healthcare Provider	500	8/18/2014	Theft	FALSE	HARD
1040	Dennis Flynn MD	IL	Healthcare Provider	13646	8/19/2014	Theft	FALSE	ELEC
1041	Community Health Systems Professional Services Corporation	TN	Business Associate	4500000	8/20/2014	Theft	TRUE	ELEC
1042	Oklahoma City Indian Clinic	OK	Healthcare Provider	6000	8/22/2014	Unauthorized Access/Disclosure	FALSE	EM
1043	"Steven A. Goldman, MD Inc."	OH	Healthcare Provider	6141	8/22/2014	Theft	FALSE	ELEC
1044	Specialty Clinics Of Georgia - Orthopaedics	GA	Healthcare Provider	2350	8/25/2014	Theft	FALSE	HARD
1045	St. Elizabeth's Medical Center	MA	Healthcare Provider	595	8/26/2014	Theft	FALSE	OELE
1046	Aventura Hospital and Medical Center	FL	Healthcare Provider	948	8/26/2014	Theft	FALSE	ELEC
1047	Midwest Womens Healthcare Specialist	MO	Healthcare Provider	1376	8/26/2014	Improper Disposal	FALSE	HARD
1048	Group Health Incorporated	NY	Health Plan	802	8/27/2014	Unauthorized Access/Disclosure	FALSE	HARD
1049	"The Longstreet Clinic, P. C."	GA	Healthcare Provider	720	8/28/2014	Improper Disposal	FALSE	OTHE
1050	Metropolitan Government of Nashville and Davidson County (Metro) Public Health Department	TN	Health Plan	1717	8/29/2014	Other	FALSE	OTHE
1051	Duke University Health System	NC	Healthcare Provider	10993	8/29/2014	Theft	FALSE	OELE
1052	Memorial Hermann Health System	TX	Healthcare Provider	10604	8/29/2014	Unauthorized Access/Disclosure	FALSE	ELEC
1053	AltaMed Health Services Corporation	CA	Healthcare Provider	3206	8/29/2014	Theft	FALSE	ELEC
1054	"Bulloch Pediatric Group, LLC"	GA	Healthcare Provider	10000	9/4/2014	Unauthorized Access/Disclosure	FALSE	HARD
1055	Emdeon	TN	Business Associate	566	9/4/2014	Theft	TRUE	HARD
1056	Temple University Physicians	PA	Healthcare Provider	3780	9/5/2014	Theft	FALSE	ELEC
1057	The WellPoint Affiliated Covered Entities  	IN	Health Plan	1464	9/8/2014	Unauthorized Access/Disclosure	FALSE	HARD
1058	"Thomas Cristello, Chiropractor PC"	NY	Healthcare Provider	914	9/9/2014	Loss	FALSE	OELE
1059	"ENT Partners of Texas (legally known as Irving-Coppell Ear, Nose and Throat) "	TX	Healthcare Provider	789	9/9/2014	"Loss, Theft"	FALSE	OELE
1060	Bon Secours Kentucky	KY	Healthcare Provider	697	9/9/2014	Unauthorized Access/Disclosure	FALSE	OTHE
1061	Valesco Ventures	FL	Business Associate	82601	9/9/2014	"Theft, Unauthorized Access/Disclosure"	TRUE	ELEC
1062	Wm. Jennings Bryan Dorn VA Medical Center	SC	Healthcare Provider	3637	9/10/2014	Unauthorized Access/Disclosure	FALSE	HARD
1063	Kmart Corporation	IL	Healthcare Provider	1866	9/10/2014	Unauthorized Access/Disclosure	FALSE	HARD
1064	"Xerox State Healthcare, LLC"	TX	Business Associate	2000000	9/10/2014	Unauthorized Access/Disclosure	TRUE	OELE
1065	Cedars-Sinai Health System	CA	Healthcare Provider	33136	9/10/2014	Theft	FALSE	ELEC
1066	Tampa General Hospital	FL	Healthcare Provider	675	9/12/2014	Unauthorized Access/Disclosure	FALSE	ELEC
1067	Santa Fe Medical Group	NM	Healthcare Provider	843	9/12/2014	Theft	FALSE	OELE
1068	Emdeon	TN	Business Associate	800	9/12/2014	Theft	TRUE	HARD
1069	South Suburban HIV/AIDS Regional Clinics	IL	Business Associate	767	9/17/2014	Other	TRUE	EM
1070	New Mexico VA Health Care System	NM	Healthcare Provider	2657	9/18/2014	Unauthorized Access/Disclosure	FALSE	HARD
1071	"Research Integrity, LLC"	KY	Business Associate	4077	9/22/2014	Unauthorized Access/Disclosure	TRUE	OELE
1072	Madison Street Provider Network	CO	Healthcare Provider	523	9/26/2014	Theft	FALSE	ELEC
1073	"Compassionate Care Hospice of Central Louisiana, LLC"	LA	Healthcare Provider	707	9/26/2014	Theft	FALSE	OELE
1074	"American Family Care, Inc."	AL	Healthcare Provider	2588	9/30/2014	Theft	FALSE	ELEC
1075	"U.S. Health Holdings, Ltd. o/b/o Macomb County, Michigan"	MI	Health Plan	6302	10/1/2014	Unauthorized Access/Disclosure	FALSE	OTHE
1076	Mount Sinai Beth Israel	NY	Healthcare Provider	10793	10/3/2014	Theft	FALSE	ELEC
1077	"Touchstone Medical Imaging, LLC"	TN	Healthcare Provider	307528	10/3/2014	Unauthorized Access/Disclosure	FALSE	ELEC
1078	Albertina Kerr Centers	OR	Healthcare Provider	1320	10/6/2014	Theft	FALSE	ELEC
1079	Vcarve LLC d/b/a MD Manage	NJ	Business Associate	585	10/6/2014	Unauthorized Access/Disclosure	TRUE	ELEC
1080	VARO Healthcare	PA	Business Associate	1667	10/7/2014	Unauthorized Access/Disclosure	TRUE	HARD
1081	vonica chau DDS PA	TX	Healthcare Provider	810	10/8/2014	Theft	FALSE	ELEC
1082	University of California Davis Medical Center	CA	Healthcare Provider	1326	10/8/2014	Hacking/IT Incident	FALSE	EM
1083	South Texas Veterans Health Care System	TX	Healthcare Provider	4000	10/9/2014	Unauthorized Access/Disclosure	FALSE	HARD
1084	Cone Health Medical Group	NC	Healthcare Provider	1872	10/9/2014	Unauthorized Access/Disclosure	FALSE	HARD
1085	Region Six of the Georgia Department of Behavioral Health and Developmental Disabilities	GA	Healthcare Provider	3397	10/9/2014	Theft	FALSE	ELEC
1086	NYU Urology Associates	NY	Healthcare Provider	835	10/10/2014	Unauthorized Access/Disclosure	FALSE	OELE
1087	"Health Services Advisory Group, Inc."	AZ	Business Associate	15380	10/10/2014	Unauthorized Access/Disclosure	TRUE	OTHE
1088	M&M Computer Services	TX	Business Associate	4500	10/10/2014	Hacking/IT Incident	TRUE	ELEC
1089	New York City Health & Hospitals Corporation	NY	Healthcare Provider	10058	10/10/2014	Unauthorized Access/Disclosure	FALSE	HARD
1090	Southwest Virginia Physicians for Women	VA	Healthcare Provider	568	10/10/2014	"Theft, Unauthorized Access/Disclosure"	FALSE	HARD
1091	City of Dallas Fire-Rescue Department	TX	Healthcare Provider	1000	10/15/2014	Theft	FALSE	ELEC
1092	Graybill Medical Group	CA	Healthcare Provider	1863	10/15/2014	Theft	FALSE	OTHE
1093	MD Manage (Vcarve LLC)	NJ	Business Associate	35357	10/22/2014	Unauthorized Access/Disclosure	TRUE	ELEC
1094	"Seven Counties Services, Inc."	KY	Healthcare Provider	727	10/22/2014	"Improper Disposal, Unauthorized Access/Disclosure"	FALSE	HARD
1095	"Nisar A. Quraishi, M.D."	NY	Healthcare Provider	20000	10/22/2014	Theft	FALSE	HARD
1096	"Multilingual Psychotherapy Centers, Inc"	FL	Healthcare Provider	3500	10/28/2014	Theft	FALSE	ELEC
1097	Burlington Northern Santa Fe Group Benefits Plan	TX	Health Plan	507	10/28/2014	Loss	FALSE	OELE
1098	Portland VA Medical Center	OR	Healthcare Provider	1740	10/29/2014	Theft	FALSE	HARD
1099	Memorial Healthcare System	FL	Healthcare Provider	1782	10/30/2014	Unauthorized Access/Disclosure	FALSE	EM
1100	Coordinated Health 	PA	Healthcare Provider	13907	10/31/2014	Theft	FALSE	ELEC
1101	"Jessie Trice Community Health Center, Inc."	FL	Healthcare Provider	7888	11/3/2014	Theft	FALSE	ELEC
1102	"Central Dermatology Center, P.A."	NC	Healthcare Provider	76258	11/7/2014	Theft	FALSE	ELEC
1103	Weill Cornell Medical College	NY	Healthcare Provider	3936	11/7/2014	Theft	FALSE	ELEC
1104	Visionworks Inc.	TX	Health Plan	74944	11/10/2014	Loss	FALSE	ELEC
1105	Loi Luu	CA	Healthcare Provider	13177	11/14/2014	Theft	FALSE	ELEC
1106	Iron Mountain	CA	Business Associate	2691	11/14/2014	Theft	TRUE	HARD
1107	Colorado River Indian Tribes	AZ	Healthcare Provider	1296	11/14/2014	Other	FALSE	EM
1108	REEVE-WOODS EYE CENTER	CA	Healthcare Provider	30000	11/15/2014	Theft	FALSE	ELEC
1109	Brigham and Women's Hospital	MA	Healthcare Provider	999	11/17/2014	Theft	FALSE	OELE
1110	Kirkbride Center	PA	Healthcare Provider	860	11/19/2014	Theft	FALSE	HARD
1111	"MetroPlus Health Plan, Inc."	NY	Health Plan	31980	11/20/2014	Other	FALSE	EM
1112	"Baptist Primary Care, Inc."	FL	Healthcare Provider	1449	11/20/2014	Unauthorized Access/Disclosure	FALSE	ELEC
1113	Visionworks Inc.	TX	Health Plan	47683	11/21/2014	Theft	FALSE	ELEC
1114	True Vision Eyecare	OH	Healthcare Provider	542	11/21/2014	Theft	FALSE	ELEC
1115	AdminisTEP	TX	Business Associate	4469	11/25/2014	Unauthorized Access/Disclosure	TRUE	HARD
1116	Northfield Hospital & Clinics	MN	Healthcare Provider	1778	11/25/2014	Improper Disposal	FALSE	HARD
1117	"Computer Programs and Systems, Inc. "	AL	Business Associate	25764	11/26/2014	Theft	TRUE	ELEC
1118	North Big Horn Hospital	WY	Healthcare Provider	1607	12/1/2014	Loss	FALSE	HARD
1119	The Hearing Zone	UT	Healthcare Provider	623	12/5/2014	Theft	FALSE	ELEC
1120	Florida Department of Health	FL	Healthcare Provider	2477	12/8/2014	Other	FALSE	EM
1121	ReachOut Home Care [Case #16687]	KY	Healthcare Provider	4500	12/9/2014	Theft	FALSE	ELEC
1122	Sony Pictures Entertainment Health and Welfare Benefits Plan (the Plan)	CA	Health Plan	30000	12/12/2014	Hacking/IT Incident	FALSE	ELEC
1123	District Medical Group	AZ	Healthcare Provider	616	12/12/2014	Unauthorized Access/Disclosure	FALSE	OELE
1124	Clay County Hospital	IL	Healthcare Provider	12621	12/12/2014	Unauthorized Access/Disclosure	FALSE	OTHE
1125	St. Mary Mercy Hospital	MI	Healthcare Provider	1488	12/12/2014	Unauthorized Access/Disclosure	FALSE	EM
1126	Walgreen Co.	IL	Healthcare Provider	160000	12/15/2014	Other	FALSE	HARD
1127	mdINR LLC	FL	Healthcare Provider	1859	1/5/2015	Unauthorized Access/Disclosure	FALSE	EM
1128	VA Corporate Data Center Operations/Austin Information Technology Center 	TX	Healthcare Provider	7029	1/7/2015	Hacking/IT Incident	FALSE	ELEC
1129	Saint Louis County Department of Health	MO	Healthcare Provider	4000	1/7/2015	Unauthorized Access/Disclosure	FALSE	ELEC
1130	"Aspire Indiana, Inc."	IN	Healthcare Provider	43890	1/7/2015	Theft	FALSE	ELEC
1131	Inland Empire Health Plan (IEHP)	CA	Health Plan	1030	1/12/2015	Theft	FALSE	ELEC
1132	Tennessee Rural Health Improvement Association	TN	Health Plan	79000	1/13/2015	Unauthorized Access/Disclosure	FALSE	OTHE
1133	National Pain Institute	FL	Healthcare Provider	500	1/15/2015	Improper Disposal	FALSE	MAG
1134	"Rainier Surgical, Incorporated"	TX	Healthcare Provider	4920	1/16/2015	Theft	FALSE	HARD
1135	St. Peter's Health Partners	NY	Healthcare Provider	5117	1/23/2015	Theft	FALSE	OELE
1136	"Ronald D. Garrett-Roe, MD"	TX	Healthcare Provider	1600	1/23/2015	Hacking/IT Incident	FALSE	ELEC
1137	California Pacific Medical Center 	CA	Healthcare Provider	845	1/23/2015	Unauthorized Access/Disclosure	FALSE	ELEC
1138	Diana S. Guth DBA Home Respiratory Care	CA	Healthcare Provider	1285	1/28/2015	Unauthorized Access/Disclosure	FALSE	EM
1139	David E. Hansen DDS PS 	WA	Healthcare Provider	2000	1/29/2015	Theft	FALSE	OELE
1140	Riverside County Regional Medical Center	CA	Healthcare Provider	7925	1/29/2015	Theft	FALSE	ELEC
1141	"North Dallas Urogynecology, PLLC."	TX	Healthcare Provider	678	1/29/2015	Theft	FALSE	ELEC
1142	"UMass Memorial Medical Group, Inc."	MA	Healthcare Provider	14100	1/30/2015	Theft	FALSE	OTHE
1143	Boston Baskin Cancer Foundation	TN	Healthcare Provider	56694	2/2/2015	Theft	FALSE	OELE
1144	South Sunflower County Hospital	MS	Healthcare Provider	19000	2/4/2015	Improper Disposal	FALSE	HARD
1145	Planned Parenthood Southwest Ohio	OH	Healthcare Provider	5000	2/5/2015	Improper Disposal	FALSE	HARD
1146	"Senior Health Partners, a Healthfirst company"	NY	Health Plan	2772	2/6/2015	Theft	FALSE	OELE
1147	"Tomas, Arturo"	IL	Business Associate	680	2/9/2015	Loss	TRUE	HARD
1148	Pathway to Hope	FL	Healthcare Provider	600	2/12/2015	Unauthorized Access/Disclosure	FALSE	EM
1149	Hunt Regional Medical Partners	TX	Healthcare Provider	3000	2/18/2015	Unauthorized Access/Disclosure	FALSE	OTHE
1150	Marketing Clique	TX	Health Plan	8700	2/20/2015	Unauthorized Access/Disclosure	FALSE	OTHE
1151	"Raymond Mark Turner, M.D."	NV	Healthcare Provider	2153	2/26/2015	Theft	FALSE	ELEC
